id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
"1","0","0","0",0.00000000000000,174.11202127513428,561003.547,8760416.244
"1","1","0","1",0.19638805660462,193.82592245111167,561003.567,8760416.049
"1","2","0","2",1.59982052084900,217.73370092336125,561002.791,8760414.879
"1","3","0","3",2.64015984993608,214.25539618876653,561002.096,8760414.105
"1","4","0","4",3.26834845162839,190.34761801442721,561001.815,8760413.544
"1","5","0","5",4.01513638389976,177.82772591328913,561001.892,8760412.801
"1","6","0","6",4.57389822102701,197.90572587016916,561001.877,8760412.242
"1","7","0","7",5.58251584897233,201.02567559322409,561001.309,8760411.409
"1","8","0","8",6.49983317525163,193.16965326257318,561001.185,8760410.500
"1","9","0","9",7.37307248981591,208.31318662898624,561000.907,8760409.672
"1","10","0","10",8.31010585885072,214.97905152840889,561000.329,8760408.934
"1","11","0","11",9.52920881514486,213.08948186512166,560999.685,8760407.899
"1","12","0","12",10.94806292768699,212.15650148004659,560998.886,8760406.727
"1","13","0","13",11.81060364336658,214.95929703202896,560998.454,8760405.980
"1","14","0","14",13.05421361949110,229.78245817559599,560997.656,8760405.026
"1","15","0","15",14.60173692326753,237.01760531412387,560996.321,8760404.244
"1","16","0","16",15.97849040192247,228.42281327130939,560995.202,8760403.442
"1","17","0","17",17.52070484778298,224.86030525656500,560994.160,8760402.305
"1","18","0","18",18.80144423165209,220.79525418371153,560993.220,8760401.435
"1","19","0","19",19.52845109089641,210.53982469455261,560992.810,8760400.835
"1","20","0","20",20.79559944028371,209.91714274479497,560992.240,8760399.703
"1","21","0","21",21.94905518820215,214.20048398457917,560991.610,8760398.737
"1","22","0","22",22.85668493940334,217.20498709373865,560991.085,8760397.996
"1","23","0","23",24.12455223204226,210.70131972311344,560990.285,8760397.013
"1","24","0","24",25.48063153330041,197.71412297976892,560989.771,8760395.758
"1","25","0","25",26.79021841315369,187.68987928346792,560989.473,8760394.483
"1","26","0","26",27.69583790596549,188.16862974562949,560989.438,8760393.578
"1","27","0","27",28.69521589646086,208.94652865184864,560989.195,8760392.608
"1","28","0","28",30.54281775859101,223.97620112893694,560987.916,8760391.275
"1","29","0","29",32.60353051866896,222.01520073850531,560986.480,8760389.796
"1","30","0","30",34.86778045367326,217.49851883241269,560985.029,8760388.059
"1","31","0","31",36.16899034072319,206.08262004753948,560984.280,8760386.994
"1","32","0","32",37.37421679489635,201.05995511596561,560983.927,8760385.842
"1","33","0","33",38.61887170828343,202.06585774718360,560983.399,8760384.715
"1","34","0","34",40.64344834855284,196.45739808123233,560982.738,8760382.801
"1","35","0","35",42.41243534578410,191.67357138757927,560982.315,8760381.084
"1","36","0","36",44.18348169750171,186.73305687669591,560982.023,8760379.337
"1","37","0","37",46.17675907973892,184.19735478414140,560981.884,8760377.348
"1","38","0","38",47.13136581475103,195.14419155591332,560981.811,8760376.397
"1","39","0","39",48.18576341610590,200.37789585465256,560981.351,8760375.448
"1","40","0","40",49.50988244338205,192.69292620749297,560981.011,8760374.168
"1","41","0","41",50.26637439737463,191.52427341249421,560980.873,8760373.424
"1","42","0","42",51.48139040940492,199.78212486933762,560980.609,8760372.238
"1","43","0","43",52.34582356745155,206.80024686301277,560980.216,8760371.468
"1","44","0","44",52.90245015637812,183.72736554407822,560979.967,8760370.970
"1","45","0","45",53.64802184704215,185.50545611146927,560980.211,8760370.266
"1","46","0","46",54.22868645129360,219.35687721612561,560979.920,8760369.764
"1","47","0","47",55.33042007379141,203.72501150287167,560979.094,8760369.035
"1","48","0","48",56.35856297949149,185.40329510163895,560979.114,8760368.007
"1","49","0","49",57.61415209010747,187.08652561076144,560978.854,8760366.779
"1","50","0","50",58.21789839456217,182.24213245876939,560978.831,8760366.175
"1","51","0","51",58.82164469720119,193.40985386201032,560978.807,8760365.572
"1","52","0","52",59.66364895415587,186.85993246388938,560978.457,8760364.806
"1","53","0","53",60.64925439292667,189.39599906730072,560978.643,8760363.838
"1","54","0","54",62.11823254728287,209.75781326343045,560977.916,8760362.562
"1","55","0","55",63.43337437627216,209.64458131167461,560977.261,8760361.421
"1","56","0","56",64.68896347774096,212.96635678667047,560976.644,8760360.328
"1","57","0","57",66.01857677510611,216.30435646208974,560975.853,8760359.259
"1","58","0","58",67.16728244640797,202.92676095026678,560975.176,8760358.331
"1","59","0","59",68.27561331549809,192.36038389064936,560974.988,8760357.238
"1","60","0","60",69.23498118965183,184.53926080532699,560974.741,8760356.312
"1","61","0","61",69.70458559785321,194.23021108925218,560974.789,8760355.844
"1","62","0","62",70.43159240777725,204.98092840339967,560974.379,8760355.244
"1","63","0","63",71.94578040818590,193.41411389705530,560973.971,8760353.786
"1","64","0","64",72.52644499948958,193.28864961327372,560973.858,8760353.216
"1","65","0","65",73.35095114324582,191.75540700889869,560973.640,8760352.421
"1","66","0","66",74.05503425814310,165.12746277100115,560973.540,8760351.724
"1","67","0","67",74.86053227834047,149.91457099177316,560974.035,8760351.089
"1","68","0","68",75.61702421606752,164.01022533967122,560974.321,8760350.389
"1","69","0","69",76.25881533108185,172.20499560834662,560974.430,8760349.756
"1","70","0","70",76.94187628392905,172.81075205346929,560974.500,8760349.077
"1","71","0","71",77.88205486054032,177.29706552170092,560974.639,8760348.147
"1","72","0","72",78.70323860203746,182.97142791629429,560974.594,8760347.327
"1","73","0","73",79.82627162296397,188.03186079449918,560974.538,8760346.205
"1","74","0","74",81.00086465253011,190.27903981861687,560974.270,8760345.062
"1","75","0","75",81.74643632277063,180.73229397446639,560974.175,8760344.322
"1","76","0","76",82.60026251883963,174.11203416218848,560974.262,8760343.473
"1","77","0","77",83.71023657186849,188.63933638277089,560974.376,8760342.369
"1","78","0","78",84.58930444252275,197.57868485999307,560974.030,8760341.560
"1","79","0","79",85.97988825794933,186.61389122579550,560973.741,8760340.200
"1","80","0","80",87.70082996601899,176.52923822072125,560973.704,8760338.480
"1","81","0","81",89.83710242144163,179.82021090082287,560974.008,8760336.365
"1","82","0","82",91.63875661601297,197.10333838174563,560973.763,8760334.580
"1","83","0","83",93.55749234428497,204.40023609586547,560972.910,8760332.861
"1","84","0","84",96.07881086195981,202.73791194622910,560971.949,8760330.531
"1","85","0","85",98.37185483327524,201.87006000447090,560971.051,8760328.421
"1","86","0","86",99.70830420282793,191.45961383111324,560970.579,8760327.170
"1","87","0","87",100.91579677100469,191.73774017185940,560970.531,8760325.964
"1","88","0","88",102.88237923289165,200.95521484002271,560969.819,8760324.131
"1","89","0","89",103.83698592272302,206.24168360759950,560969.482,8760323.238
"1","90","0","90",105.02392715518549,201.30878030486207,560968.857,8760322.229
"1","91","0","91",106.36105820719160,180.07983939192906,560968.606,8760320.916
"1","92","0","92",107.38920107053640,174.45038348799051,560968.796,8760319.905
"1","93","0","93",108.28977521888258,208.54967887181598,560968.803,8760319.005
"1","94","0","94",108.95799989911805,232.39456410000216,560968.239,8760318.646
"1","95","0","95",109.59836953044139,214.82746772027915,560967.769,8760318.211
"1","96","0","96",110.85902876576422,200.77086360981238,560967.288,8760317.046
"1","97","0","97",115.09903014892110,204.47383189769019,560965.899,8760313.040
"1","98","0","98",116.78141439124268,191.96538552396248,560965.062,8760311.580
"1","99","0","99",118.06215364376651,179.99618450070278,560965.194,8760310.306
"1","100","0","100",119.10874392948871,179.99618467475699,560965.086,8760309.265
"1","101","0","101",119.57834832122478,191.21989138464718,560965.134,8760308.798
"1","102","0","102",120.86901043487383,202.34440339854447,560964.522,8760307.662
"1","103","0","103",121.88377124297097,194.45402691995136,560964.236,8760306.688
"1","104","0","104",122.55878009350640,190.14301266503801,560964.090,8760306.029
"1","105","0","105",124.00839990425044,189.02014159690131,560963.894,8760304.593
"1","106","0","106",125.38647638807124,193.56385061012404,560963.648,8760303.237
"1","107","0","107",127.37655083952566,199.11903388110190,560963.072,8760301.332
"1","108","0","108",128.86585961852225,197.87425767391693,560962.528,8760299.946
"1","109","0","109",129.73029271770753,185.36977678076465,560962.314,8760299.108
"1","110","0","110",130.79842889923282,175.25734721882017,560962.381,8760298.042
"1","111","0","111",131.52418112970443,174.11204233873042,560962.456,8760297.320
"1","112","0","112",132.16455074843233,190.74948649093031,560962.521,8760296.683
"1","113","0","113",133.79857414686941,190.74948668580475,560961.770,8760295.232
"1","114","0","114",134.56701768805479,177.46696127071658,560961.848,8760294.468
"1","115","0","115",135.29777516556453,195.75347691545915,560961.838,8760293.737
"1","116","0","116",136.94568176105523,211.72846284153485,560960.997,8760292.320
"1","117","0","117",138.03911274449868,192.07879204942978,560960.405,8760291.401
"1","118","0","118",138.93664608797238,172.74888806988127,560960.540,8760290.513
"1","119","0","119",140.00392877534330,174.11204373061301,560960.649,8760289.452
"1","120","0","120",140.85775492460436,186.33402125461885,560960.737,8760288.602
"1","121","0","121",141.88943699026589,178.70646205018980,560960.408,8760287.624
"1","122","0","122",142.37619278631433,166.48448480317151,560960.584,8760287.170
"1","123","0","123",142.93117978416754,189.59392252304752,560960.641,8760286.618
"1","124","0","124",144.17583458652533,202.19448459368485,560960.113,8760285.491
"1","125","0","125",144.97793142543458,186.71260650679815,560959.848,8760284.734
"1","126","0","126",145.83175757712345,176.08463787711833,560959.936,8760283.885
"1","127","0","127",147.07274622756898,180.81579917459672,560959.978,8760282.644
"1","128","0","128",148.11147056777784,181.79627682214155,560959.913,8760281.608
"1","129","0","129",149.35612536416525,167.34509849714408,560959.913,8760280.363
"1","130","0","130",150.12575385327983,164.39202808559855,560960.242,8760279.667
"1","131","0","131",150.80881477204997,181.73960498811385,560960.312,8760278.988
"1","132","0","132",151.78232636353283,189.20531375428681,560960.153,8760278.027
"1","133","0","133",153.10782099019761,182.27634515372600,560959.945,8760276.718
"1","134","0","134",154.85868514273409,174.81063684702957,560960.082,8760274.973
"1","135","0","135",156.35288089632729,174.11204661010350,560960.235,8760273.487
"1","136","0","136",157.67631142921738,174.11204684352390,560960.371,8760272.170
"1","137","0","137",158.70090280481696,178.84320814814635,560960.476,8760271.151
"1","138","0","138",159.73962714179305,192.61961411930065,560960.412,8760270.114
"1","139","0","139",160.84713543388656,187.88845317435974,560960.003,8760269.085
"1","140","0","140",161.53019635030410,171.39188152043977,560960.073,8760268.406
"1","141","0","141",162.43077046331067,178.41000339770318,560960.250,8760267.522
"1","142","0","142",163.31087431118777,181.13016956122311,560960.125,8760266.651
"1","143","0","143",163.95124392357431,172.86727151220188,560960.191,8760266.014
"1","144","0","144",164.93407162405242,167.47512272596174,560960.334,8760265.042
"1","145","0","145",165.84670753551734,177.06952148691641,560960.596,8760264.168
"1","146","0","146",167.18383853716725,189.47979238963788,560960.345,8760262.854
"1","147","0","147",168.41598391910100,183.85033649480812,560960.170,8760261.635
"1","148","0","148",169.31655803450170,184.29792348975946,560960.177,8760260.734
"1","149","0","149",169.97930534776859,184.06262797761747,560960.073,8760260.080
"1","150","0","150",170.96491070937475,193.74035804867214,560960.089,8760259.094
"1","151","0","151",172.10165444818540,203.36936054364256,560959.548,8760258.094
"1","152","0","152",173.03794790775606,187.47069868439777,560959.254,8760257.205
"1","153","0","153",174.02077560762044,185.18373819991481,560959.312,8760256.224
"1","154","0","154",174.65542751260517,193.15643627193973,560959.161,8760255.608
"1","155","0","155",175.33043634706277,202.65942848436842,560959.014,8760254.949
"1","156","0","156",175.87715183214524,193.44195418841065,560958.718,8760254.489
"1","157","0","157",176.56021274532640,179.76701638399987,560958.788,8760253.810
"1","158","0","158",177.21326416663956,198.46969479639168,560958.727,8760253.160
"1","159","0","159",178.12689803465742,202.45975183178717,560958.249,8760252.381
"1","160","0","160",179.03151060736465,188.48823476788235,560958.039,8760251.501
"1","161","0","161",179.81055385648600,182.64053345919365,560957.991,8760250.723
"1","162","0","162",180.45659055756775,179.59260283107540,560957.972,8760250.078
"1","163","0","163",181.18359731527363,181.10510889604313,560958.003,8760249.351
"1","164","0","164",181.87856144274332,181.80369953058945,560957.946,8760248.659
"1","165","0","165",182.39263285176571,183.86565347293424,560957.956,8760248.145
"1","166","0","166",184.07013504908184,189.45653077261804,560957.698,8760246.487
"1","167","0","167",184.69172985856304,195.36727508236015,560957.589,8760245.875
"1","168","0","168",185.26449384330289,188.53988227507401,560957.387,8760245.339
"1","169","0","169",186.33262999487278,192.51161830567142,560957.454,8760244.273
"1","170","0","170",187.16154523518921,191.36631343310893,560957.057,8760243.546
"1","171","0","171",187.84460614222851,181.48383352975145,560957.127,8760242.866
"1","172","0","172",188.68335723628201,189.45653162344834,560956.998,8760242.037
"1","173","0","173",189.92654685464620,191.30222481561580,560956.781,8760240.813
"1","174","0","174",190.73655744427441,190.86377113021740,560956.605,8760240.023
"1","175","0","175",191.88605605438860,189.27385623862921,560956.422,8760238.888
"1","176","0","176",192.85956762637693,181.73961234413798,560956.263,8760237.927
"1","177","0","177",193.96954159873090,165.64829665403167,560956.377,8760236.823
"1","178","0","178",194.99591022128141,166.94957793456911,560956.775,8760235.877
"1","179","0","179",195.93608872187289,182.72377159978532,560956.829,8760234.939
"1","180","0","180",196.95084949831244,192.73242317701400,560956.675,8760233.936
"1","181","0","181",198.06082346696346,195.70000897455159,560956.355,8760232.873
"1","182","0","182",198.79033283279500,194.28951483285798,560956.171,8760232.167
"1","183","0","183",199.92466904199526,184.01149242304905,560955.898,8760231.066
"1","184","0","184",201.20540823882300,174.11205444187675,560956.029,8760229.792
"1","185","0","185",202.35807351497263,176.70926909816262,560956.148,8760228.645
"1","186","0","186",203.30115529734655,188.17531948016523,560956.159,8760227.702
"1","187","0","187",204.50638161660225,189.95118634980989,560955.806,8760226.550
"1","188","0","188",205.06789807980078,181.65523215671001,560955.778,8760225.989
"1","189","0","189",205.84107052472271,189.09684000727120,560955.772,8760225.216
"1","190","0","190",206.58664213699095,202.29435740025991,560955.544,8760224.506
"1","191","0","191",207.29716708108651,190.47966865760694,560955.223,8760223.872
"1","192","0","192",208.40714104838892,171.82509506161242,560955.337,8760222.768
"1","193","0","193",209.47783356278012,174.99519113220251,560955.532,8760221.715
"1","194","0","194",210.63759222377487,177.28215197440966,560955.523,8760220.555
"1","195","0","195",211.61949227194148,174.11205628901845,560955.623,8760219.578
"1","196","0","196",212.68677493111318,188.41728630431328,560955.733,8760218.517
"1","197","0","197",213.22169546561267,195.78906787774042,560955.526,8760218.023
"1","198","0","198",214.89919764225340,186.63626151178730,560955.268,8760216.366
"1","199","0","199",216.80841089689307,187.02653591895699,560955.121,8760214.462
"1","200","0","200",218.40348973086745,197.97197991388387,560954.854,8760212.890
"1","201","0","201",219.76560333867400,201.95920747395292,560954.250,8760211.669
"1","202","0","202",220.83629584810427,191.01376394435451,560953.926,8760210.648
"1","203","0","203",221.79090247195131,186.28260301512285,560953.853,8760209.696
"1","204","0","204",222.49498552636197,192.03088467037651,560953.753,8760208.999
"1","205","0","205",223.64448411948189,188.43414980443430,560953.438,8760207.894
"1","206","0","206",224.71942373930077,185.50614320776330,560953.420,8760206.819
"1","207","0","207",225.96261333466560,188.48688973171150,560953.203,8760205.595
"1","208","0","208",226.92577309828653,189.33925410035187,560953.087,8760204.639
"1","209","0","209",227.91137842703591,193.83782598103062,560952.886,8760203.674
"1","210","0","210",229.06087701774675,195.12519374461681,560952.571,8760202.569
"1","211","0","211",229.92531007640940,200.32235617357770,560952.357,8760201.731
"1","212","0","212",231.28742366874346,202.88301458151614,560951.753,8760200.510
"1","213","0","213",232.18495697416242,186.78514776855454,560951.454,8760199.664
"1","214","0","214",233.29493091788859,173.08935578234434,560951.568,8760198.560
"1","215","0","215",234.49104958179944,165.46179661568979,560951.733,8760197.375
"1","216","0","216",235.46456113156606,166.48450102820706,560952.084,8760196.467
"1","217","0","217",236.31838724585131,183.32953499049776,560952.172,8760195.618
"1","218","0","218",237.39840134274283,200.38677164606753,560951.937,8760194.563
"1","219","0","219",238.99690429968305,201.55542478468203,560951.181,8760193.155
"1","220","0","220",240.32102316232402,199.82352254694345,560950.841,8760191.875
"1","221","0","221",241.66087738768252,196.25089286949913,560950.280,8760190.659
"1","222","0","222",243.11049710770345,195.91637874199023,560950.084,8760189.222
"1","223","0","223",244.39194759670622,201.21675421397285,560949.561,8760188.052
"1","224","0","224",245.32824101433687,209.64973986920484,560949.267,8760187.164
"1","225","0","225",246.26453443394252,213.53855895164830,560948.653,8760186.457
"1","226","0","226",247.87553030121035,208.54970284944025,560947.944,8760185.010
"1","227","0","227",249.36972597711267,200.74178164865614,560947.175,8760183.729
"1","228","0","228",250.88270967828336,188.80414149326253,560946.899,8760182.242
"1","229","0","229",252.59142882242665,182.29260193543951,560946.687,8760180.546
"1","230","0","230",254.04544226983063,180.94771703202744,560946.751,8760179.093
"1","231","0","231",255.47735216974371,200.20342171509134,560946.641,8760177.666
"1","232","0","232",257.14012231735035,212.65979520967963,560945.664,8760176.320
"1","233","0","233",258.02847082059759,191.72086062136384,560945.229,8760175.546
"1","234","0","234",259.01037082841043,183.75708740053639,560945.330,8760174.569
"1","235","0","235",259.91498335368664,198.62952820544837,560945.120,8760173.689
"1","236","0","236",260.94754825740426,197.33412736808108,560944.702,8760172.745
"1","237","0","237",261.83896886544585,188.40601591455012,560944.535,8760171.869
"1","238","0","238",262.66788405831522,189.70141703456389,560944.448,8760171.045
"1","239","0","239",263.57249658380323,197.34764371891501,560944.239,8760170.165
"1","240","0","240",265.34816748043596,200.21106763830196,560943.594,8760168.510
"1","241","0","241",266.76150113274815,189.62501534983477,560943.131,8760167.175
"1","242","0","242",268.39273358107960,186.88489632262920,560943.127,8760165.544
"1","243","0","243",269.79701145489929,192.86496346426142,560942.796,8760164.179
"1","244","0","244",271.45758795520510,193.37465889757999,560942.448,8760162.555
"1","245","0","245",273.28136126441541,194.03511245525522,560941.987,8760160.791
"1","246","0","246",275.09058629545893,197.03961571600232,560941.567,8760159.031
"1","247","0","247",276.61795682003253,195.94595735583124,560941.028,8760157.602
"1","248","0","248",277.77928584168808,195.11581639128570,560940.802,8760156.463
"1","249","0","249",279.09719619480057,193.93623352393521,560940.373,8760155.217
"1","250","0","250",279.93594723213204,199.91879817376073,560940.244,8760154.388
"1","251","0","251",282.49742545514937,214.56150607437900,560938.925,8760152.192
"1","252","0","252",284.27873256470343,207.31662504973187,560937.825,8760150.791
"1","253","0","253",285.84847269374671,195.41456601682233,560937.379,8760149.286
"1","254","0","254",287.57733870794641,200.59211191122526,560936.951,8760147.611
"1","255","0","255",288.99838849301267,216.14977828564949,560936.309,8760146.343
"1","256","0","256",291.45860795334880,222.84381674210547,560934.556,8760144.617
"1","257","0","257",292.99845667835882,219.67372110674350,560933.561,8760143.442
"1","258","0","258",294.02482520780592,217.52215484581217,560932.914,8760142.645
"1","259","0","259",295.11324413640256,225.49485296801950,560932.275,8760141.764
"1","260","0","260",295.99231185910196,226.35036775748674,560931.555,8760141.261
"1","261","0","261",297.17000388479465,216.28521190124485,560930.835,8760140.328
"1","262","0","262",299.65198088971863,218.60952767576669,560929.414,8760138.293
"1","263","0","263",301.82881871449371,226.20375643072975,560927.950,8760136.683
"1","264","0","264",304.04301205031499,232.89237717481080,560926.251,8760135.263
"1","265","0","265",305.20825781867848,245.02681766660177,560925.288,8760134.606
"1","266","0","266",306.72424992080425,248.72952656704899,560923.828,8760134.198
"1","267","0","267",307.31887094337827,220.46806312074386,560923.298,8760133.929
"1","268","0","268",308.48489848160131,196.88752354942858,560922.940,8760132.819
"1","269","0","269",309.63439695169785,192.03089822638634,560922.625,8760131.713
"1","270","0","270",310.51450067198442,190.34766809647761,560922.500,8760130.842
"1","271","0","271",311.32451116063339,206.60362536370795,560922.325,8760130.051
"1","272","0","272",312.44184943884261,215.15498995936468,560921.597,8760129.204
"1","273","0","273",313.17633835577942,208.72594499582928,560921.233,8760128.566
"1","274","0","274",314.25381807966926,217.72248905698956,560920.731,8760127.612
"1","275","0","275",315.47481914015714,234.68738788049495,560919.828,8760126.790
"1","276","0","276",317.04455917116940,246.22575631048318,560918.446,8760126.046
"1","277","0","277",317.96613769282959,232.40926708209824,560917.576,8760125.742
"1","278","0","278",319.69342159232923,217.37959501607705,560916.608,8760124.312
"1","279","0","279",320.81075984831011,226.90427381613648,560915.880,8760123.464
"1","280","0","280",321.80648352100997,246.34323430531876,560915.083,8760122.867
"1","281","0","281",322.87717588176048,259.91807525061290,560914.030,8760122.673
"1","282","0","282",323.51896684768190,242.30225048730833,560913.397,8760122.564
"1","283","0","283",324.18582627020083,223.61632535768672,560912.931,8760122.087
"1","284","0","284",324.63964101205829,199.71208298539193,560912.622,8760121.755
"1","285","0","285",325.66512122447966,175.30504565639208,560912.685,8760120.731
"1","286","0","286",326.22010812544136,200.98515493092933,560912.742,8760120.179
"1","287","0","287",327.01421220471349,241.54482541669984,560912.153,8760119.646
"1","288","0","288",328.39690952414975,252.25850434644980,560910.816,8760119.294
"1","289","0","289",329.89840567967514,233.77128534405318,560909.412,8760118.763
"1","290","0","290",331.92118053309628,217.25332293517084,560908.159,8760117.175
"1","291","0","291",334.33918194883029,223.47695968804976,560906.729,8760115.225
"1","292","0","292",336.74281960620891,230.68150787185641,560904.869,8760113.702
"1","293","0","293",339.60822954724824,226.73111341308220,560902.653,8760111.886
"1","294","0","294",341.48373364618135,226.90209737062480,560901.379,8760110.510
"1","295","0","295",342.65599658428124,240.80853782658261,560900.468,8760109.772
"1","296","0","296",343.75358645435040,226.89151098040855,560899.432,8760109.408
"1","297","0","297",344.63265408134322,203.87215022939597,560899.087,8760108.600
"1","298","0","298",345.47465809089778,192.02276084446993,560898.736,8760107.834
"1","299","0","299",346.84676995387895,178.83279699440780,560898.749,8760106.462
"1","300","0","300",348.04517179417235,193.81049138697981,560898.787,8760105.264
"1","301","0","301",349.30076053369675,218.75399654817073,560898.170,8760104.170
"1","302","0","302",352.20408266265042,228.08470340255687,560896.010,8760102.231
"1","303","0","303",353.36541150886876,227.66344151404738,560895.145,8760101.455
"1","304","0","304",356.56725879833931,224.29271579428058,560892.794,8760099.281
"1","305","0","305",358.89344485154055,224.85072124416783,560891.258,8760097.535
"1","306","0","306",360.20858626309001,217.47073030014855,560890.275,8760096.661
"1","307","0","307",361.32183907732542,208.42676682052951,560889.777,8760095.665
"1","308","0","308",362.69660488906203,215.58612618538467,560889.084,8760094.478
"1","309","0","309",364.62953554412837,220.00703369234006,560887.818,8760093.017
"1","310","0","310",366.19927540935589,217.52216354616615,560886.828,8760091.799
"1","311","0","311",367.28769416895989,209.39206139825768,560886.189,8760090.918
"1","312","0","312",368.79705941577237,201.23891189736136,560885.603,8760089.527
"1","313","0","313",370.87845164853496,209.36901454218307,560884.904,8760087.566
"1","314","0","314",372.50856610632684,209.06446398468987,560883.876,8760086.302
"1","315","0","315",373.82647620657940,215.32886800569443,560883.446,8760085.056
"1","316","0","316",375.49635539003225,224.07520268923267,560882.137,8760084.019
"1","317","0","317",376.82596823027279,207.42467176236300,560881.346,8760082.951
"1","318","0","318",378.69855463381981,198.86481423128205,560880.757,8760081.173
"1","319","0","319",380.39818297979491,212.42103768473302,560880.192,8760079.570
"1","320","0","320",381.76497131331558,232.27373000894181,560879.218,8760078.611
"1","321","0","321",382.47163798733828,218.20292952873169,560878.612,8760078.248
"1","322","0","322",383.77214685069049,205.41170682047448,560878.225,8760077.007
"1","323","0","323",385.31908051241464,216.83322507683431,560877.371,8760075.717
"1","324","0","324",386.97965664257885,213.72215079638758,560876.300,8760074.448
"1","325","0","325",388.30583818937498,200.14438139573136,560875.692,8760073.269
"1","326","0","326",390.02041327590115,187.48178243992351,560875.306,8760071.598
"1","327","0","327",391.27018223572452,184.53604743653784,560875.263,8760070.349
"1","328","0","328",392.97890096227837,190.79760867008915,560875.052,8760068.654
"1","329","0","329",394.57283633878131,193.81310356111939,560874.653,8760067.111
"1","330","0","330",395.88242267143255,192.30189847175640,560874.356,8760065.835
"1","331","0","331",396.59805917081354,199.63412941284196,560874.213,8760065.134
"1","332","0","332",397.67553872186676,205.63599400405198,560873.711,8760064.181
"1","333","0","333",398.45924670676266,188.79096036997481,560873.399,8760063.462
"1","334","0","334",399.69729424115746,187.88108606881670,560873.526,8760062.230
"1","335","0","335",401.41902866078840,198.39984184022498,560872.890,8760060.630
"1","336","0","336",402.98951150491973,197.91336547090137,560872.480,8760059.114
"1","337","0","337",404.50226645487328,182.24218697350747,560871.946,8760057.699
"1","338","0","338",405.76289558100098,159.74218719008169,560872.297,8760056.488
"1","339","0","339",406.83257486743867,176.08467817848617,560872.738,8760055.514
"1","340","0","340",408.90553371657438,208.94745791747667,560872.150,8760053.526
"1","341","0","341",410.90035731681996,208.94745822040704,560870.830,8760052.030
"1","342","0","342",412.97331615301977,189.78846680962280,560870.242,8760050.042
"1","343","0","343",415.14218449324409,197.92830378905035,560870.125,8760047.876
"1","344","0","344",418.03009842532305,190.84477644403754,560868.562,8760045.448
"1","345","0","345",420.52091780293955,184.79739835611173,560869.041,8760043.004
"1","346","0","346",423.04217601983379,202.04029442715776,560868.150,8760040.645
"1","347","0","347",428.34281784637290,200.91004416012214,560866.045,8760035.780
"1","348","0","348",432.17811483182902,187.69556633113160,560864.833,8760032.141
"1","349","0","349",434.43601379875156,193.19889891342004,560864.952,8760029.887
"1","350","0","350",437.75221117276323,217.32544857340397,560863.323,8760026.998
"1","351","0","351",442.24259955273413,224.65471271055154,560860.136,8760023.836
"1","352","0","352",445.92398178837436,215.65263239885184,560857.574,8760021.191
"1","353","0","353",449.02010317583506,207.22343327344623,560856.158,8760018.438
